amount,transaction_hour,foreign_transaction,location_mismatch,velocity_last_24h,cardholder_age,is_fraud,device_trust_score_binned,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel
1.9670675075331203,-0.9524639187855419,0,0,-0.710297310927568,0.9033876378472397,0,1,0,0,0,0,1
-1.018522082024113,0.6365890754117435,0,0,-0.710297310927568,-0.5653942258790299,0,1,0,0,0,1,0
-0.8660762113439034,-0.08570774013247712,1,1,0.7066133432267665,0.10223389399654723,1,1,1,0,0,0,0
-1.0748959978868122,-1.6747607343297626,0,0,-0.0018419838504007465,-1.0994967217794915,0,1,1,0,0,0,0
-0.6528680361410237,-1.3858420081120744,0,0,1.4150686703039337,-1.7003620296675108,0,2,1,0,0,0,0
-0.5330987825596721,0.20321098608521113,0,0,-1.418752638004735,0.7030992018845666,0,2,0,0,1,0,0
-0.7464419851059355,-0.6635451925678536,1,0,-0.0018419838504007465,-0.03129172997856819,0,2,0,0,1,0,0
1.013234353870586,-0.23016710324132125,0,0,-0.710297310927568,1.5710157577228168,0,3,0,0,0,1,0
-0.5949413058294117,0.20321098608521113,0,0,0.7066133432267665,-0.03129172997856819,0,1,0,0,1,0,0
-0.7303737312432739,-0.6635451925678536,0,0,-0.710297310927568,0.43604795393433576,0,3,0,0,1,0,0
-0.18033984796972713,-1.3858420081120744,0,0,-0.0018419838504007465,-1.1662595337670492,0,1,0,0,0,0,1
-0.9465525080005951,-0.8080045556766977,0,0,-0.0018419838504007465,-0.5653942258790299,0,2,0,0,1,0,0
0.8381714031736046,0.9255078016294318,1,1,-0.710297310927568,-1.43331078171728,0,2,0,1,0,0,0
-1.0369533143959897,-1.2413826450032301,0,0,-0.710297310927568,-0.298342977928799,0,2,0,1,0,0,0
2.446026372933066,0.49212971230289937,0,0,0.7066133432267665,-1.0994967217794915,0,3,0,1,0,0,0
0.6668217044196755,0.05875162297636701,0,0,-0.0018419838504007465,-0.8324454738292607,0,3,0,0,0,1,0
-0.8618903636990084,1.0699671647382758,0,0,-0.710297310927568,-0.9659710978043761,0,1,1,0,0,0,0
-1.1243835192369425,0.9255078016294318,0,1,-0.0018419838504007465,0.3692851419467781,0,2,0,0,0,0,1
0.9224959791167322,-1.096923281894386,0,0,-0.710297310927568,0.836624825859682,0,1,0,0,0,1,0
0.3601070939235759,1.5033452540648082,0,1,-0.710297310927568,1.2372016977850282,0,3,1,0,0,0,0
0.4555714256958597,-1.096923281894386,0,1,-0.0018419838504007465,0.6363363898970089,0,1,0,0,0,0,1
0.6616231516994027,1.0699671647382758,0,0,-1.418752638004735,1.6377785697103746,0,2,0,0,0,0,1
-1.0376284511129081,1.6478046171736525,0,0,1.4150686703039337,1.5710157577228168,0,1,0,0,0,0,1
-0.5917006495882027,-1.2413826450032301,0,0,1.4150686703039337,1.3707273217601437,0,3,0,1,0,0,0
-0.9814570762652844,-1.5303013712209184,0,0,-0.710297310927568,-0.765682661841703,0,3,0,1,0,0,0
1.2854494781321473,0.05875162297636701,0,0,0.7066133432267665,0.43604795393433576,0,3,0,1,0,0,0
0.05528286623484837,0.49212971230289937,0,1,-1.418752638004735,-0.6989198498541452,0,1,0,0,0,0,1
-0.6428084990589373,1.3588858909559642,1,0,-0.710297310927568,-1.5000735937048377,0,3,0,0,0,0,1
-1.051333726466355,-1.5303013712209184,0,0,-0.710297310927568,1.6377785697103746,0,2,0,1,0,0,0
-0.678455717712237,0.9255078016294318,0,0,0.7066133432267665,-1.5668364056923956,0,2,0,0,0,0,1
-0.6531380908277912,0.6365890754117435,0,0,-0.0018419838504007465,-0.03129172997856819,0,1,0,1,0,0,0
0.45827197256353375,-1.096923281894386,0,0,-1.418752638004735,0.7030992018845666,0,1,0,1,0,0,0
0.10220486806068804,0.7810484385205877,1,0,-1.418752638004735,0.5028107659218934,0,1,0,1,0,0,0
1.5208696513216473,1.5033452540648082,0,0,1.4150686703039337,1.036913261822355,0,2,1,0,0,0,0
-0.35452512093471433,1.21442652784712,0,0,-0.710297310927568,-1.1662595337670492,0,3,0,0,0,0,1
-0.9763260372167033,0.7810484385205877,0,0,-0.710297310927568,1.1704388857974706,0,3,0,0,0,1,0
0.38684250791355074,-0.6635451925678536,0,0,-1.418752638004735,-0.8324454738292607,0,2,0,1,0,0,0
0.6071396186440754,0.34767034919405526,0,0,-0.0018419838504007465,1.3707273217601437,0,2,0,0,0,1,0
-0.12990713521591107,0.05875162297636701,0,0,-0.710297310927568,0.43604795393433576,0,1,1,0,0,0,0
0.6600028235787981,0.05875162297636701,0,1,1.4150686703039337,1.4374901337477013,0,2,0,0,0,0,1
-0.30375483982243906,0.49212971230289937,0,0,-0.710297310927568,0.7698620138721243,0,1,0,1,0,0,0
-0.23225786150076416,1.3588858909559642,0,0,-0.0018419838504007465,-1.43331078171728,0,3,0,1,0,0,0
-0.4532301089482071,1.0699671647382758,0,0,-0.0018419838504007465,1.6377785697103746,0,1,0,1,0,0,0
-1.099876056412799,0.05875162297636701,0,0,-1.418752638004735,1.3707273217601437,0,3,0,0,0,1,0
-0.9923942910793649,1.0699671647382758,0,0,0.7066133432267665,0.10223389399654723,0,3,1,0,0,0,0
-1.092314525183311,-1.5303013712209184,0,0,-0.710297310927568,0.43604795393433576,0,3,0,0,0,0,1
0.09835658877425232,-1.3858420081120744,0,0,0.7066133432267665,-0.6321570378665875,0,2,1,0,0,0,0
-0.6725145146033537,0.34767034919405526,0,0,0.7066133432267665,-0.3651057899163567,0,3,0,1,0,0,0
-0.2677700528106801,1.5033452540648082,0,0,-0.0018419838504007465,-1.2997851577421646,0,2,1,0,0,0,0
1.7627036233218738,0.9255078016294318,0,0,-0.0018419838504007465,0.9033876378472397,0,2,0,0,0,1,0
-0.7826968268044618,0.05875162297636701,0,0,1.4150686703039337,0.5695735779094512,0,3,0,0,1,0,0
-0.48914738228827415,-1.096923281894386,0,1,2.831979324458268,-1.2997851577421646,0,3,0,0,1,0,0
0.5808092866842515,1.3588858909559642,0,1,-0.0018419838504007465,-1.233022345754607,0,1,0,0,0,0,1
-0.8154409575750118,-0.9524639187855419,0,0,0.7066133432267665,1.6377785697103746,0,2,0,0,0,0,1
-1.0337801718264725,0.20321098608521113,1,0,-1.418752638004735,1.1704388857974706,0,3,1,0,0,0,0
-0.71531818245599,-1.2413826450032301,0,0,-1.418752638004735,1.036913261822355,0,1,0,0,0,0,1
-0.9174541155014053,1.3588858909559642,0,0,-0.710297310927568,0.30252232995922035,0,2,0,0,0,1,0
2.095275970075954,0.9255078016294318,0,0,0.7066133432267665,-1.43331078171728,0,1,0,1,0,0,0
0.8751013815890497,1.5033452540648082,0,0,-0.0018419838504007465,-1.43331078171728,0,1,0,1,0,0,0
0.08836456536385759,-0.8080045556766977,0,0,0.7066133432267665,-0.1648173539536836,0,2,1,0,0,0,0
1.3619424681590193,-1.2413826450032301,1,0,-0.710297310927568,-0.298342977928799,0,3,0,1,0,0,0
0.8472182351803131,-1.5303013712209184,0,0,1.4150686703039337,1.1704388857974706,0,3,1,0,0,0,0
-0.8801865687275012,-0.8080045556766977,1,0,1.4150686703039337,-0.8992082858168184,0,3,0,0,0,0,1
1.579876600380329,-1.3858420081120744,0,0,-0.710297310927568,-0.298342977928799,0,1,0,0,0,0,1
-0.18918413896136022,0.34767034919405526,0,0,-1.418752638004735,-0.03129172997856819,0,2,0,0,0,1,0
0.8707805066007707,-1.6747607343297626,0,0,0.7066133432267665,-1.7003620296675108,0,3,0,1,0,0,0
1.620452317067134,-1.5303013712209184,1,0,-0.0018419838504007465,-0.6321570378665875,1,1,0,0,0,1,0
-0.6660332021209355,-0.3746264663501654,0,0,-1.418752638004735,-0.49863141389147214,0,1,0,0,1,0,0
-0.9894236895249233,0.49212971230289937,1,1,-0.0018419838504007465,-1.6335992176799532,1,1,0,0,0,1,0
-0.8167912310088489,0.34767034919405526,0,0,1.4150686703039337,1.5710157577228168,0,1,1,0,0,0,0
-0.4541753003518931,1.6478046171736525,0,0,2.123523997381101,1.7045413816979322,0,3,1,0,0,0,0
0.9394419107113878,0.34767034919405526,0,0,2.123523997381101,-1.032733909791934,0,1,0,0,0,1,0
1.2645202399076718,0.20321098608521113,0,0,1.4150686703039337,0.23575951797166264,0,2,0,0,0,0,1
-1.1226281637729543,1.3588858909559642,0,1,-0.0018419838504007465,1.303964509772586,0,2,0,0,1,0,0
-0.2623689590753316,0.20321098608521113,0,1,1.4150686703039337,-0.2315801659412413,0,2,0,0,0,1,0
-0.4745644292028334,-0.9524639187855419,1,0,-0.710297310927568,-0.765682661841703,0,1,0,0,0,0,1
-0.8259055766872493,0.20321098608521113,0,0,-0.0018419838504007465,-0.2315801659412413,0,1,0,0,0,1,0
-0.9759884688582442,0.6365890754117435,1,1,0.7066133432267665,-0.9659710978043761,0,2,0,1,0,0,0
-0.6305885244827114,0.7810484385205877,0,0,-0.710297310927568,0.03547108200898952,0,3,1,0,0,0,0
2.3482496979053367,1.0699671647382758,0,1,-0.710297310927568,-1.3665479697297223,0,3,0,1,0,0,0
-0.6567163154274596,0.9255078016294318,0,0,-0.0018419838504007465,0.23575951797166264,0,2,0,1,0,0,0
-0.2422498849111587,0.6365890754117435,0,0,0.7066133432267665,-1.43331078171728,0,1,0,0,1,0,0
0.3443088947476817,0.49212971230289937,0,0,-1.418752638004735,1.303964509772586,0,3,0,0,0,0,1
-0.5818436535211918,-0.6635451925678536,1,0,1.4150686703039337,0.7698620138721243,0,2,1,0,0,0,0
2.446026372933066,-0.8080045556766977,0,0,-0.710297310927568,0.5695735779094512,0,3,0,1,0,0,0
2.446026372933066,1.0699671647382758,1,0,0.7066133432267665,-1.3665479697297223,0,3,1,0,0,0,0
-0.7786460065029505,-0.08570774013247712,0,0,-0.0018419838504007465,-0.8324454738292607,0,2,0,0,0,0,1
-0.2954506582043408,-0.5190858294590095,0,0,-0.710297310927568,1.7045413816979322,0,2,0,0,0,1,0
-0.6961442996955031,0.20321098608521113,0,0,-0.710297310927568,1.5710157577228168,0,3,0,1,0,0,0
-0.723757391417472,1.0699671647382758,0,0,-0.0018419838504007465,-0.6321570378665875,0,3,0,0,0,0,1
-1.0854281306707418,-1.6747607343297626,0,0,-0.0018419838504007465,-1.1662595337670492,0,3,1,0,0,0,0
0.01180406166529345,-0.3746264663501654,0,0,0.7066133432267665,0.9033876378472397,0,2,0,0,0,0,1
-0.28228549222442895,0.6365890754117435,0,0,-0.710297310927568,0.30252232995922035,0,2,0,0,0,1,0
-1.0669293846271735,0.6365890754117435,0,0,2.123523997381101,0.6363363898970089,0,3,0,0,0,0,1
-0.7342220105297097,0.6365890754117435,0,0,-0.710297310927568,-1.0994967217794915,0,3,1,0,0,0,0
1.7718854826719663,-1.2413826450032301,0,0,-0.0018419838504007465,0.03547108200898952,0,1,0,1,0,0,0
-0.7983599986369724,0.6365890754117435,0,0,2.831979324458268,1.5042529457352591,0,1,0,1,0,0,0
-0.9408813595784792,0.7810484385205877,0,0,1.4150686703039337,1.7045413816979322,0,3,0,0,1,0,0
-0.31415194526298473,1.0699671647382758,1,0,0.7066133432267665,-1.43331078171728,0,1,1,0,0,0,0
2.446026372933066,1.5033452540648082,0,0,-0.710297310927568,-0.6321570378665875,0,3,0,0,1,0,0
-0.794309178335461,-1.5303013712209184,0,0,-1.418752638004735,0.30252232995922035,0,3,0,0,1,0,0
0.22406704546448708,-0.6635451925678536,0,0,-0.710297310927568,-0.8324454738292607,0,1,0,0,0,1,0
0.6113929799606622,0.05875162297636701,0,0,-0.0018419838504007465,-0.2315801659412413,0,2,1,0,0,0,0
-0.8013981138631058,1.5033452540648082,0,0,-0.710297310927568,1.1704388857974706,0,1,0,1,0,0,0
0.45199320109619134,1.3588858909559642,0,0,-0.0018419838504007465,0.16899670598410493,0,2,1,0,0,0,0
-0.5739445539332447,1.0699671647382758,1,0,0.7066133432267665,0.836624825859682,0,1,0,0,0,1,0
0.08471882709249745,1.3588858909559642,1,0,-0.710297310927568,-0.765682661841703,0,1,1,0,0,0,0
0.08876964739400874,0.34767034919405526,0,1,-0.0018419838504007465,1.3707273217601437,0,3,1,0,0,0,0
-0.1985685393265282,1.0699671647382758,0,0,0.7066133432267665,-0.9659710978043761,0,2,0,0,1,0,0
-1.016159103514898,1.5033452540648082,0,0,-1.418752638004735,0.43604795393433576,0,2,1,0,0,0,0
1.0607639787416523,-0.5190858294590095,0,0,-0.710297310927568,0.9033876378472397,0,2,0,0,1,0,0
-0.6610371904157383,-1.3858420081120744,0,0,-1.418752638004735,0.23575951797166264,0,2,0,0,1,0,0
-0.880254082399193,-1.3858420081120744,0,0,2.831979324458268,-0.298342977928799,0,2,0,0,0,0,1
-1.0805671463089281,-1.5303013712209184,0,0,-0.710297310927568,0.23575951797166264,0,3,0,0,0,1,0
-0.04497493622755699,-1.6747607343297626,0,0,-0.0018419838504007465,0.3692851419467781,0,3,0,0,1,0,0
0.2443211469720437,0.20321098608521113,0,0,0.7066133432267665,-0.4318686019039144,0,2,1,0,0,0,0
-1.1108132712268795,0.6365890754117435,0,0,-1.418752638004735,0.7698620138721243,0,2,0,0,1,0,0
-0.2590607891624308,0.05875162297636701,0,0,0.7066133432267665,-0.4318686019039144,0,2,0,0,1,0,0
-0.8190191821746802,0.9255078016294318,1,1,-0.0018419838504007465,-1.6335992176799532,0,2,0,0,1,0,0
0.12799509064697678,1.5033452540648082,0,0,-0.0018419838504007465,0.30252232995922035,0,1,0,1,0,0,0
-0.8982802327409184,0.34767034919405526,0,0,-0.0018419838504007465,1.5710157577228168,0,3,0,1,0,0,0
0.29583407847292964,0.20321098608521113,0,0,-0.710297310927568,0.10223389399654723,0,3,0,1,0,0,0
-0.5369470618461079,-1.5303013712209184,0,1,-1.418752638004735,-1.5668364056923956,0,2,0,1,0,0,0
2.2233494052754037,-0.8080045556766977,0,1,1.4150686703039337,-0.4318686019039144,0,2,0,0,0,0,1
-0.9513459786907169,0.6365890754117435,0,0,-0.0018419838504007465,0.5695735779094512,0,3,0,0,1,0,0
-0.6242422393436771,0.7810484385205877,0,0,1.4150686703039337,-0.49863141389147214,0,3,0,0,0,0,1
-0.9847652461781853,-0.9524639187855419,0,0,0.7066133432267665,-1.3665479697297223,0,1,1,0,0,0,0
2.0116940445214366,1.21442652784712,0,0,2.123523997381101,-1.032733909791934,0,2,0,0,0,1,0
1.4188564933952537,-0.6635451925678536,1,0,-0.0018419838504007465,1.2372016977850282,0,3,0,0,0,0,1
-0.7685864694208641,-1.5303013712209184,0,0,0.7066133432267665,-1.3665479697297223,0,1,0,1,0,0,0
0.17984559050632185,-1.6747607343297626,0,0,0.7066133432267665,-0.5653942258790299,0,2,0,1,0,0,0
0.9341758443194234,0.49212971230289937,0,0,1.4150686703039337,1.3707273217601437,0,1,1,0,0,0,0
-0.14665052579549137,-0.8080045556766977,0,0,-0.710297310927568,-0.8324454738292607,0,1,0,0,1,0,0
-0.21450176584580602,1.3588858909559642,1,0,1.4150686703039337,-0.8324454738292607,0,3,0,0,0,1,0
-0.7946467466939202,1.6478046171736525,0,0,-0.0018419838504007465,-1.7003620296675108,0,2,0,0,0,0,1
-1.012378337900154,-0.23016710324132125,0,0,-0.710297310927568,-0.6321570378665875,0,1,0,0,1,0,0
1.6336849967187377,0.34767034919405526,0,0,-0.0018419838504007465,-0.8324454738292607,0,2,0,0,1,0,0
1.6721677895830955,0.05875162297636701,1,0,-0.0018419838504007465,0.30252232995922035,0,3,0,0,0,0,1
0.08735186028847972,1.6478046171736525,0,0,1.4150686703039337,1.2372016977850282,0,2,0,0,0,0,1
-0.6279554912867291,-1.5303013712209184,0,0,0.7066133432267665,-1.0994967217794915,0,3,0,0,0,0,1
-0.6091191768847014,0.20321098608521113,0,0,0.7066133432267665,0.7698620138721243,0,3,0,0,0,0,1
0.4419336640141048,1.6478046171736525,0,0,-1.418752638004735,0.43604795393433576,0,1,0,1,0,0,0
1.6324697506282841,-0.9524639187855419,0,0,-0.0018419838504007465,-1.43331078171728,0,3,0,0,1,0,0
1.5194518642161186,-0.5190858294590095,0,0,-0.710297310927568,-0.6989198498541452,0,2,0,0,1,0,0
0.7082075851667828,-0.8080045556766977,0,0,-1.418752638004735,-0.4318686019039144,0,2,0,1,0,0,0
0.11732793051966355,0.7810484385205877,0,0,-0.0018419838504007465,1.4374901337477013,0,1,0,0,1,0,0
-1.0243282577896127,1.6478046171736525,0,0,-0.0018419838504007465,-0.298342977928799,0,1,0,0,0,0,1
-0.9169140061278707,-0.5190858294590095,0,0,-0.710297310927568,0.9033876378472397,0,3,0,0,0,1,0
1.6496182232380157,1.5033452540648082,0,0,0.7066133432267665,-0.6321570378665875,0,1,0,0,1,0,0
0.002082092941666275,-1.2413826450032301,1,0,-0.710297310927568,1.5710157577228168,0,3,0,0,0,1,0
-1.11992761690528,-0.5190858294590095,0,0,-0.0018419838504007465,1.5710157577228168,0,2,0,0,0,1,0
-1.0011035547276144,-1.2413826450032301,0,0,-0.0018419838504007465,-1.1662595337670492,0,3,0,1,0,0,0
0.19247064711269884,-0.08570774013247712,0,0,-1.418752638004735,0.7698620138721243,0,1,1,0,0,0,0
-1.1249911422821692,-1.2413826450032301,0,0,-0.0018419838504007465,1.036913261822355,0,2,0,0,1,0,0
-0.9180617385466321,1.6478046171736525,0,0,-0.0018419838504007465,-1.1662595337670492,0,2,0,1,0,0,0
-0.16413656676368196,1.0699671647382758,0,0,1.4150686703039337,-0.765682661841703,0,2,0,1,0,0,0
0.29961484408767336,0.20321098608521113,0,0,-0.710297310927568,1.7045413816979322,0,3,0,0,0,1,0
0.15148984839574242,1.6478046171736525,0,0,-0.0018419838504007465,1.303964509772586,0,1,0,0,1,0,0
-0.8225298931026566,1.6478046171736525,0,0,-0.710297310927568,-0.8324454738292607,0,1,0,1,0,0,0
0.3823866055818883,-0.8080045556766977,0,0,-1.418752638004735,-1.1662595337670492,0,1,0,0,0,0,1
-0.8020057369083325,0.05875162297636701,0,0,-0.710297310927568,-1.1662595337670492,0,2,0,1,0,0,0
-0.652800522469332,1.3588858909559642,0,0,-0.0018419838504007465,0.43604795393433576,0,1,0,0,0,0,1
0.5365878317260863,-0.6635451925678536,0,0,-1.418752638004735,0.30252232995922035,0,1,1,0,0,0,0
0.14338820779271985,1.5033452540648082,0,0,-0.0018419838504007465,-1.0994967217794915,0,2,0,0,0,0,1
1.1680432030600105,-1.096923281894386,0,0,-1.418752638004735,-1.0994967217794915,0,1,0,0,0,0,1
0.17140638154483992,-0.08570774013247712,0,0,0.7066133432267665,0.836624825859682,0,2,0,0,0,1,0
-0.11026065675358115,0.05875162297636701,0,0,-0.0018419838504007465,-1.43331078171728,0,3,0,1,0,0,0
-1.0116356875115438,1.0699671647382758,0,0,0.7066133432267665,-0.5653942258790299,0,3,1,0,0,0,0
-0.5740795812766284,0.20321098608521113,0,0,0.7066133432267665,0.43604795393433576,0,1,0,1,0,0,0
-0.7566365495314056,0.7810484385205877,0,0,-0.710297310927568,1.5042529457352591,0,1,0,0,0,0,1
-0.7912035494376357,1.6478046171736525,0,0,0.7066133432267665,-0.5653942258790299,0,1,0,0,0,0,1
2.446026372933066,1.0699671647382758,0,1,-0.710297310927568,1.7045413816979322,0,1,0,1,0,0,0
-0.524254491568039,-1.2413826450032301,0,0,-0.0018419838504007465,-0.9659710978043761,0,3,1,0,0,0,0
1.5740704246148294,1.21442652784712,0,0,-1.418752638004735,-0.0980545419661259,0,3,1,0,0,0,0
0.08087054780606173,0.7810484385205877,0,0,1.4150686703039337,0.03547108200898952,0,1,0,0,0,1,0
0.7936123798569799,-0.8080045556766977,0,0,0.7066133432267665,0.9701504498347975,0,1,0,0,0,0,1
-0.28235300589612083,0.34767034919405526,0,0,1.4150686703039337,-1.1662595337670492,0,1,0,0,0,0,1
-0.08582070760112945,1.21442652784712,0,0,-0.0018419838504007465,1.5042529457352591,0,2,0,0,0,1,0
-0.30686046872026435,-0.9524639187855419,0,0,-1.418752638004735,-0.8992082858168184,0,3,0,1,0,0,0
-0.8671564300909731,0.49212971230289937,1,0,2.123523997381101,1.5042529457352591,0,3,0,0,0,0,1
0.42654054686836174,1.0699671647382758,0,1,-0.710297310927568,-0.298342977928799,0,2,0,1,0,0,0
-0.7306437859300413,1.6478046171736525,0,0,0.7066133432267665,-1.6335992176799532,0,2,1,0,0,0,0
-1.101226329846636,-0.6635451925678536,0,0,-0.710297310927568,0.836624825859682,0,1,0,0,1,0,0
0.12900779572235466,1.21442652784712,0,0,-0.0018419838504007465,1.4374901337477013,0,1,0,0,0,1,0
-0.8942294124394071,0.49212971230289937,0,0,-0.0018419838504007465,-0.765682661841703,0,1,0,0,0,0,1
2.2971418484346016,1.3588858909559642,0,0,1.4150686703039337,-0.2315801659412413,0,2,0,0,0,1,0
2.446026372933066,0.49212971230289937,0,0,-0.0018419838504007465,-0.8992082858168184,0,2,1,0,0,0,0
1.8626238574258196,-1.3858420081120744,0,0,0.7066133432267665,1.2372016977850282,0,2,1,0,0,0,0
-0.5693536242581986,0.6365890754117435,0,0,-0.710297310927568,1.3707273217601437,0,1,1,0,0,0,0
-1.1122310583324084,-0.5190858294590095,0,0,-0.710297310927568,-0.4318686019039144,0,3,1,0,0,0,0
2.0716461849838046,-1.3858420081120744,0,0,0.7066133432267665,-0.8992082858168184,0,1,0,0,1,0,0
-0.45187983551436994,1.0699671647382758,0,0,0.7066133432267665,0.03547108200898952,0,2,0,1,0,0,0
